gameTitle,Distrust,不信,
FindLoot_Keys_RandomStand_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Keys_RandomSit_P01_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_NonSterileBandage_DisinfectionBoxBig_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_NonSterileBandage_DisinfectionBoxSmal_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_NonSterileBandage_MedicalCabinet_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_NonSterileBandage_RandomSit_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_NonSterileBandage_RandomStand_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_OldTablets_MedicalCabinet_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_PaperPart_RandomStand_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Pick_Pick_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Pick_RandomSit_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Pick_RandomStand_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
Findloot_Pilers_RandonStand_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Pistol_RandomSit_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Pistol_RandomStand_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_PistolBullets_RandomSit_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_PistolBullets_RandomStand_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Pliers_RandomStand_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Potatoes_BoxWithPotatoes_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Potatoes_RandomSit_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Potatoes_RandomStand_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_ProteinBar_RandomSit_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_ProteinBar_RandomStand_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Rope_RandomSit_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Rope_RandomStand_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_RottenBoards_Boards_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_RottenBoards_RandomSit_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_RottenBoards_RandomStand_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_RottenBoards_RubbishBag_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_RubberGloves_RandomSit_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_RubberGloves_RandomStand_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Shovel_Locker_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Shovel_RandomSit_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Shovel_RandomStand_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Shovel_Shovel_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Tablets_MedicalCabinet_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Tape_RandomSit_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Tape_RandomStand_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Toolkit_RandomSit_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Toolkit_RandomStand_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Wire_DuoWire_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Wire_RandomSit_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Wire_RandomStand_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLoot_Wire_Wire_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
FindLootInBox_caption,\u7269\u8CC7\u3092\u63A2\u3057\u3066\u3044\u307E\u3059\u2026,\ u7269 \ u8CC7 \ u3092 \ u63A2 \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ています...,
Inventory_Eat_Candy_caption,eating candy...,お菓子を食べ...,キャンディを食べています…
Inventory_Eat_Coffee_caption,chewing coffee beans,コーヒー豆を噛みます,コーヒー豆を噛んでいます…
Inventory_Eat_CookedCoffee_caption,drinking coffee...,コーヒーを飲んでいる...,コーヒーを飲んでいます…
Inventory_Eat_CookedFrozenVegetables_caption,eating vegetables...,野菜を食べます...,野菜を食べています…
Inventory_Eat_CookedInstantNoodles_caption,eating noodles...,麺を食べて...,麺を食べています…
Inventory_Eat_CookedInstantSoup_caption,eating soup...,スープを食べます...,スープを飲んでいます…
Inventory_Eat_CookedInstantSpoiledSoup_caption,eating soup...,スープを食べます...,スープを飲んでいます…
Inventory_Eat_CookedPotatoes_caption,eating potatoes...,ジャガイモを食べて...,ジャガイモを食べています…
Inventory_Eat_FrozenVegetables_caption,chewing frozen vegetables...,冷凍野菜を噛みます...,冷凍野菜を噛んでいます…
Inventory_Eat_InstantNoodles_caption,eating raw noodles...,生麺を食べます...,生麺を食べています…
Inventory_Eat_InstantSoup_caption,eating uncooked soup...,調理スープを食べます...,未調理のスープを飲んでいます…
Inventory_Eat_Potatoes_caption,eating raw potatoes...,生のジャガイモを食べて...,生のジャガイモを食べています…
Inventory_Eat_ProteinBar_caption,eating a protein bar...,プロテインバーを食べます...,プロテインバーを食べています…
Inventory_Use_AdrenalineSyringe_caption,injecting adrenaline...,アドレナリンを注入...,アドレナリンを注射しています…
Inventory_Use_Bandage_caption,applying bandages...,包帯を適用します...,包帯を巻いています…
Inventory_Use_Cigarettes_caption,smoking...,喫煙...,煙草を吸っています…
Inventory_Use_FirstAidKit_caption,using a first aid kit...,応急処置キットを使用して...,応急処置キットを使っています…
Inventory_Use_NonSterileBandage_caption,applying dirty bandages...,汚れた包帯を適用します...,汚れた包帯を巻いています…
Inventory_Use_OldTablets_caption,taking old pills...,古い薬を服用...,古い丸薬を服用しています…
Inventory_Use_Tablets_caption,taking pills...,薬を服用...,丸薬を服用しています…
LootCharacter_caption,searching a body...,身体を検索...,体を調べています…
LootQuest_Wire_ElectricalCabinet_caption,cutting wires...,ワイヤを切断...,ワイヤを切断しています…
OpenLoot_OpenWithCrowbar_LockedProp_caption,using the crowbar to remove an obstacle...,障害物を取り除くためにバールを使って...,バールで障害物を取り除いています…
OpenLoot_OpenWithLockPick_LockedProp_caption,using the lock pick...,ロックピックを使用して...,ロックピックを使用しています…
Quest_BombRecipe_Explore_caption,studying the notes...,ノートを勉強...,メモを取っています…
Quest_BombTable_AddComponent_caption,adding the powder...,粉末を添加...,粉末を添加しています…
Quest_BombTable_Explore_caption,preparing to make a bomb...,爆弾を作るために準備を...,爆弾を作る準備をしています…
Quest_BombTable_MakeBomb_Failure_caption,made a mistake while adding an ingredient...,成分を添加しながら、ミスをしました...,成分の添加を間違えました．
Quest_BombTable_MakeBomb_Success_caption,making a bomb...,爆弾を作ります...,爆弾を作っています…
Quest_SetBomb_FenceDoor05_caption,placing the bomb on the door...,ドアの上に爆弾を置きます...,ドアに爆弾を設置しています…
Search_Board_caption,examining the bulletin board...,掲示板を調べます...,掲示板を調べています…
Search_Computer_caption,examining the computer...,コンピュータを調べます...,コンピュータを調べています…
Search_ComputerTable_caption,examining the computer table...,コンピュータテーブルを調べます...,PCデスクを調べています…
Search_LabTable_caption,examining the laboratory table...,実験室のテーブルを調べます...,研究室の机を調べています…
Snow_DigWithShovel_caption,shoveling snow...,雪かき...,雪かきをしています…
TurnOn_Lever02_caption,pulling the switch...,スイッチを引っ張って...,スイッチを引っ張っています…
Utility_AttackWithAxe_caption,attacking with the axe...,斧で攻撃...,斧で攻撃しています…
Utility_AttackWithPistol_caption,firing the gun...,銃を発射...,銃を射撃しています…
Utility_BreakWithAxe_RandomSit_caption,using the axe...,斧を使って...,斧を使っています…
Utility_BreakWithAxe_RandomStand_caption,using the axe...,斧を使って...,斧を使っています…
Utility_BreakWithCircularSaw_RandomStand_caption,using the circular saw...,丸鋸を使用して...,丸のこを使っています…
Utility_BreakWithFist_RandomSit_caption,using his or her fists...,彼または彼女の拳を使用して...,素手で行っています…
Utility_BreakWithFist_RandomStand_caption,using his or her fists...,彼または彼女の拳を使用して...,素手で行っています…
Utility_BreakWithHandsaw_RandomSit_caption,using the saw...,のこぎりを使用して...,のこぎりを使っています…
Utility_CollectAnomalySamples_caption,collecting anomaly samples...,異常サンプルを収集...,アノマリーのサンプルを収集しています…
Utility_Cook_Coffee_caption,brewing coffee...,醸造コーヒー...,コーヒーを淹れています…
Utility_Cook_FrozenVegetables_caption,cooking frozen vegetables...,冷凍野菜を調理します...,冷凍野菜を調理しています…
Utility_Cook_Noodles_caption,cooking noodles...,料理麺...,麺を調理しています…
Utility_Cook_Potatoes_caption,cooking potatoes...,ジャガイモを調理します...,ジャガイモを調理しています…
Utility_Cook_Soup_caption,cooking soup...,スープを調理します...,スープを調理しています…
Utility_Eat_CookedCoffee_caption,drinking coffee...,コーヒーを飲んでいる...,コーヒーを飲んでいます…
Utility_Eat_CookedInstantNoodles_caption,eating cooked noodles...,調理麺を食べます...,調理済みの麺を食べています…
Utility_Eat_CookedInstantSoup_caption,eating cooked soup...,調理されたスープを食べます...,調理済みのスープを飲んでいます…
Utility_Eat_CookedPotatoes_caption,eating cooked potatoes...,調理されたジャガイモを食べて...,調理済みのジャガイモを食べています…
Utility_Eat_CookedVegetables_caption,eating cooked vegetables...,調理された野菜を食べて...,調理済みの野菜を食べています…
Utility_Fill_GasCan_caption,filling the gas can...,ガスを充填することができます...,ガス缶を充填しています…
Utility_InsertBattery_ChargingTable_caption,charging the battery...,バッテリーを充電します...,バッテリーを充電しています…
Utility_InsertBattery_Snowmobile_caption,connecting the battery...,バッテリーを接続します...,バッテリーを接続しています…
Utility_RidingOnCar_caption,clearing the way...,道をクリア...,道を綺麗にしています…
Utility_Sleep_Bed_caption,sleeping...,睡眠...,眠っています…
Utility_Supply_Generator_caption,gassing up the generator...,発電機をアップガス処理...,発電機を充填しています…
Utility_Supply_MechanicGenerator_caption,gassing up the generator...,発電機をアップガス処理...,発電機を充填しています…
Utility_SupplyWithBoards_Furnace_caption,filling the furnace with wood...,木材で炉を埋めます...,暖炉に木をくべています…
Utility_SupplyWithCoal_Furnace_caption,filling the furnace with coal...,石炭と炉を埋めます...,暖炉に石炭をくべています…
Utility_SupplyWithRottenBoards_Furnace_caption,filling the furnace with rotten wood...,腐った木で炉を埋めます...,暖炉に腐った木をくべています…
Utility_TakeBattery_ChargingTable_caption,taking the battery...,バッテリーを取ります...,バッテリーを取り外しています…
Utility_TakeBattery_Snowmobile_caption,removing the battery...,バッテリを取り外します...,バッテリーを取り外しています…
Utility_Use_AdrenalineSyringe_caption,injecting adrenaline...,アドレナリンを注入...,アドレナリンを注射しています…
Window_Close_caption,closing a window...,ウィンドウを閉じます...,窓を閉じています…
Window_Open_caption,opening a window...,ウィンドウを開きます...,窓を開けています…
Window_CloseRepaired_caption,closing a window...,ウィンドウを閉じます...,窓を閉じています…
Window_OpenRepaired_caption,opening a window...,ウィンドウを開きます...,窓を開けています…
Window_RepairWithHammer_caption,repairing a window...,ウィンドウを修復...,窓を修理しています…
Window_RepairWithToolKit_caption,repairing a window...,ウィンドウを修復...,窓を修理しています…
Window_Repair_caption,repairing a window...,ウィンドウを修復...,窓を修理しています…
Blocker_FenceDoor01,Zone exit,ゾーン出口,区域の出口
Blocker_FenceDoor02,Zone exit,ゾーン出口,区域の出口
Blocker_FenceDoor03,Zone exit,ゾーン出口,区域の出口
Blocker_FenceDoor04,Zone exit,ゾーン出口,区域の出口
Blocker_FenceDoor04_CanBeOpened,Zone exit,ゾーン出口,区域の出口
Blocker_FenceDoor04_ExploreGrader,Snow plow,除雪車,除雪車
Blocker_FenceDoor04_ExploreSnow,Pile of snow,雪の山,雪の山
Blocker_FenceDoor04_OpenDoor,Zone exit,ゾーン出口,区域の出口
Blocker_FenceDoor04_ReadyToGo,Snow plow,除雪車,除雪車
Blocker_FenceDoor04_SetBattery,Snow plow,除雪車,除雪車
Blocker_FenceDoor04_TakeBattery,Snow plow,除雪車,除雪車
Blocker_FenceDoor05,Zone exit,ゾーン出口,区域の出口
CandyModel,Anomaly bait,異常餌,アノマリーのエサ
Door_BoilerDoor_BlockedDoor,Blocked boiler room door,ブロックされたボイラー室のドア,閉鎖されたボイラー室のドア
Door_BoilerDoor_BrokenDoor,Broken boiler room door,壊れたボイラー室のドア,壊れたボイラー室のドア
Door_BoilerDoor_ClosedDoor,Closed boiler room door,クローズボイラー室のドア,閉まったボイラー室のドア
Door_BoilerDoor_NoLockDoor,Unlocked boiler room door,ロック解除ボイラー室のドア,開錠されたボイラー室のドア
Door_BoilerDoor_OpenDoor,Open boiler room door,オープンボイラー室のドア,開いたボイラー室のドア
Door_BoilerDoor_RepairedDoor,Fixed boiler room door,固定ボイラー室のドア,修理されたボイラー室のドア
Door_ElectricalDoor_BlockedDoor,Blocked generator room door,ブロックされた発電機室のドア,閉鎖された発電機室のドア
Door_ElectricalDoor_BrokenDoor,Broken generator room door,壊れた発電機室のドア,壊れた発電機室のドア
Door_ElectricalDoor_ClosedDoor,Closed generator room door,クローズ発電機室のドア,閉まった発電機室のドア
Door_ElectricalDoor_NoLockDoor,Unlocked generator room door,ロック解除発電機室のドア,開錠された発電機室のドア
